iterations mysql
. 0.996213070476
. 0.996417267656
. 0.997187647927
. 0.997280464827
. 0.997280464827
. 0.997299028207
. 0.997345436657
. 0.997373281727
. 0.997373281727
10 0.997382563417
. 0.997391845107
. 0.997475380317
. 0.997484662007
. 0.997484662007
. 0.997484662007
. 0.997484662007
. 0.997484662007
. 0.997484662007
. 0.997484662007
20 0.997484662007
. 0.997484662007
. 0.997493943697
. 0.997493943697
. 0.997493943697
. 0.997493943697
. 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997521788767
30 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997521788767
. 0.997531070457
40 0.997531070457
. 0.997531070457
. 0.997558915527
. 0.997558915527
. 0.997558915527
. 0.997558915527
. 0.997725985948
. 0.997725985948
. 0.997725985948
. 0.997725985948
50 0.997725985948
. 0.997725985948
. 0.997725985948
. 0.997725985948
. 0.997725985948
. 0.997800239468
. 0.997818802848
. 0.997818802848
. 0.997818802848
. 0.997818802848
60 0.997893056368
. 0.997893056368
. 0.997893056368
. 0.997893056368
. 0.997911619748
. 0.997911619748
. 0.997911619748
. 0.998097253548
. 0.998097253548
. 0.998097253548
70 0.998097253548
. 0.998097253548
. 0.998097253548
. 0.998097253548
. 0.998097253548
. 0.998097253548
. 0.998097253548
. 0.998449957768
. 0.998449957768
. 0.998449957768
80 0.998449957768
. 0.998449957768
. 0.998449957768
. 0.998449957768
. 0.998867633819
. 0.998867633819
. 0.998867633819
. 0.998867633819
. 0.998867633819
. 0.998867633819
90 0.998876915509
. 0.998886197199
. 0.998895478889
. 0.998914042269
. 0.998932605649
. 0.998960450719
. 0.998988295789
. 0.999016140859
. 0.999043985929
. 0.999368845079
100 1.0
