iterations redis
. 0.995074081944
. 0.99522862055
. 0.995247937875
. 0.995257596538
. 0.995276913864
. 0.995315548515
. 0.995315548515
. 0.995315548515
. 0.995315548515
10 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
20 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995325207178
. 0.995354183167
. 0.995354183167
. 0.995392817818
. 0.995392817818
. 0.995412135144
30 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
40 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
. 0.995412135144
50 0.995412135144
. 0.995441111133
. 0.995441111133
. 0.995441111133
. 0.995441111133
. 0.995441111133
. 0.995441111133
. 0.995441111133
. 0.995441111133
. 0.995441111133
60 0.995441111133
. 0.995460428458
. 0.995460428458
. 0.995460428458
. 0.995460428458
. 0.995460428458
. 0.995460428458
. 0.995460428458
. 0.995460428458
. 0.995537697761
70 0.995537697761
. 0.995537697761
. 0.995537697761
. 0.995537697761
. 0.995537697761
. 0.995537697761
. 0.995537697761
. 0.995537697761
. 0.995537697761
. 0.995537697761
80 0.995537697761
. 0.995614967064
. 0.995614967064
. 0.995614967064
. 0.995614967064
. 0.995614967064
. 0.995692236367
. 0.995779164332
. 0.995779164332
. 0.995779164332
90 0.995779164332
. 0.995779164332
. 0.995953020264
. 0.995953020264
. 0.995953020264
. 0.995962678927
. 0.99597233759
. 0.995981996252
. 0.996001313578
. 0.996020630904
100 0.99610755887
