iterations php
. 0.994833569199
. 0.994940193475
. 0.995134055794
. 0.995153442025
. 0.995754415214
. 0.995783494562
. 0.996374774635
. 0.996374774635
. 0.996384467751
10 0.996384467751
. 0.996423240215
. 0.996500785142
. 0.996500785142
. 0.996500785142
. 0.996500785142
. 0.996500785142
. 0.996510478258
. 0.996510478258
. 0.996607409418
20 0.996607409418
. 0.996607409418
. 0.996607409418
. 0.99662679565
. 0.99662679565
. 0.99662679565
. 0.99662679565
. 0.99662679565
. 0.99662679565
. 0.99662679565
30 0.996646181882
. 0.996646181882
. 0.996646181882
. 0.996646181882
. 0.996646181882
. 0.996646181882
. 0.996646181882
. 0.996646181882
. 0.996646181882
. 0.996723726809
40 0.996723726809
. 0.996810964853
. 0.997101758331
. 0.997489482969
. 0.997499176085
. 0.997499176085
. 0.997518562317
. 0.997518562317
. 0.997518562317
. 0.997925673187
50 0.997925673187
. 0.997925673187
. 0.997925673187
. 0.998584805071
. 0.998584805071
. 0.998720508695
. 0.998720508695
. 0.998720508695
. 0.998720508695
. 0.998798053622
60 0.998798053622
. 0.998798053622
. 0.998798053622
. 0.998798053622
. 0.998972529709
. 0.998972529709
. 0.998972529709
. 0.998972529709
. 0.999059767753
. 0.999059767753
70 0.999059767753
. 0.999059767753
. 0.999059767753
. 0.999059767753
. 0.999059767753
. 0.999059767753
. 0.999059767753
. 0.999098540217
. 0.999098540217
. 0.999098540217
80 0.999098540217
. 0.999098540217
. 0.999098540217
. 0.999098540217
. 0.999098540217
. 0.999098540217
. 0.999098540217
. 0.999098540217
. 0.999098540217
. 0.999098540217
90 0.999098540217
. 0.999117926449
. 0.999117926449
. 0.999137312681
. 0.999166392028
. 0.999195471376
. 0.999273016304
. 0.999369947463
. 0.99954442355
. 0.999738285869
100 1.0
