iterations redis
. 0.997908537235
. 0.998034412309
. 0.998692835772
. 0.99870251847
. 0.998721883866
. 0.998809028148
. 0.998867124336
. 0.998925220523
. 0.998925220523
10 0.998925220523
. 0.998925220523
. 0.998963951315
. 0.998983316711
. 0.998983316711
. 0.999128557181
. 0.999128557181
. 0.999128557181
. 0.999138239879
. 0.999157605275
20 0.999157605275
. 0.999157605275
. 0.999157605275
. 0.999167287973
. 0.999167287973
. 0.999167287973
. 0.999167287973
. 0.999186653369
. 0.999186653369
. 0.999186653369
30 0.999186653369
. 0.999360941933
. 0.999438403517
. 0.999438403517
. 0.999457768913
. 0.999535230497
. 0.999535230497
. 0.999535230497
. 0.999544913195
. 0.999544913195
40 0.999544913195
. 0.999544913195
. 0.999544913195
. 0.999544913195
. 0.999544913195
. 0.999544913195
. 0.999554595893
. 0.999554595893
. 0.999573961289
. 0.999573961289
50 0.999573961289
. 0.999573961289
. 0.999651422872
. 0.999651422872
. 0.999670788268
. 0.999670788268
. 0.999670788268
. 0.999670788268
. 0.999670788268
. 0.999670788268
60 0.999670788268
. 0.999670788268
. 0.999670788268
. 0.999670788268
. 0.999670788268
. 0.999670788268
. 0.99970951906
. 0.99970951906
. 0.999719201758
. 0.999719201758
70 0.999719201758
. 0.999719201758
. 0.999719201758
. 0.999719201758
. 0.999719201758
. 0.999719201758
. 0.999719201758
. 0.999719201758
. 0.999719201758
. 0.999719201758
80 0.999719201758
. 0.999719201758
. 0.99980634604
. 0.99980634604
. 0.99980634604
. 0.99980634604
. 0.99980634604
. 0.99980634604
. 0.99980634604
. 0.99980634604
90 0.99980634604
. 0.99980634604
. 0.99980634604
. 0.999816028738
. 0.999825711436
. 0.999835394134
. 0.999845076832
. 0.999864442228
. 0.999883807624
. 0.999912855718
100 1.0
