iterations memcached
. 0.995211514767
. 0.995902251428
. 0.996546316693
. 0.996574319531
. 0.996630325206
. 0.996630325206
. 0.996639659485
. 0.996676996602
. 0.996676996602
10 0.996676996602
. 0.996695665161
. 0.996695665161
. 0.996714333719
. 0.996714333719
. 0.997246387634
. 0.997274390472
. 0.997274390472
. 0.997274390472
. 0.997358398984
20 0.997358398984
. 0.997358398984
. 0.997358398984
. 0.997433073218
. 0.997442407497
. 0.997694433036
. 0.997946458574
. 0.997983795691
. 0.99835716686
. 0.99835716686
30 0.998431841093
. 0.998441175372
. 0.998450509652
. 0.998450509652
. 0.998450509652
. 0.99846917821
. 0.99846917821
. 0.99846917821
. 0.99846917821
. 0.99846917821
40 0.99846917821
. 0.99846917821
. 0.99846917821
. 0.99846917821
. 0.99846917821
. 0.998487846768
. 0.998487846768
. 0.999122577755
. 0.999122577755
. 0.999122577755
50 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
60 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999206586267
. 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999215920547
70 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999215920547
. 0.999225254826
80 0.999225254826
. 0.999225254826
. 0.999225254826
. 0.999225254826
. 0.999225254826
. 0.999243923384
. 0.999253257663
. 0.999262591943
. 0.999271926222
. 0.999281260501
90 0.999299929059
. 0.999318597618
. 0.999337266176
. 0.999365269014
. 0.999393271852
. 0.999421274689
. 0.999467946085
. 0.999542620319
. 0.999654631669
. 0.999785311578
100 1.0
