iterations node
. 0.99515503876
. 0.995371415669
. 0.995531346429
. 0.996236923308
. 0.996255738692
. 0.996255738692
. 0.996321592534
. 0.996886054038
. 0.996914277113
10 0.996942500188
. 0.996980130955
. 0.997017761722
. 0.997017761722
. 0.997017761722
. 0.997017761722
. 0.997055392489
. 0.997055392489
. 0.997055392489
. 0.997055392489
20 0.997055392489
. 0.997055392489
. 0.997064800181
. 0.997074207872
. 0.997318807857
. 0.997318807857
. 0.997318807857
. 0.997488146308
. 0.997883269361
. 0.997883269361
30 0.997892677053
. 0.997902084744
. 0.997902084744
. 0.998278392414
. 0.998278392414
. 0.998278392414
. 0.998278392414
. 0.998278392414
. 0.998278392414
. 0.998278392414
40 0.998278392414
. 0.998278392414
. 0.998278392414
. 0.998287800105
. 0.998287800105
. 0.998287800105
. 0.998363061639
. 0.998363061639
. 0.998381877023
. 0.99902160006
50 0.99902160006
. 0.99902160006
. 0.99902160006
. 0.99902160006
. 0.99902160006
. 0.99902160006
. 0.99902160006
. 0.999040415444
. 0.999040415444
. 0.999068638519
60 0.999068638519
. 0.999068638519
. 0.999068638519
. 0.999068638519
. 0.999068638519
. 0.999068638519
. 0.999068638519
. 0.999078046211
. 0.999078046211
. 0.999266200045
70 0.999266200045
. 0.999266200045
. 0.999266200045
. 0.999266200045
. 0.999266200045
. 0.999266200045
. 0.999435538496
. 0.999435538496
. 0.999435538496
. 0.999435538496
80 0.999435538496
. 0.999435538496
. 0.999435538496
. 0.999501392338
. 0.999604876947
. 0.999604876947
. 0.999604876947
. 0.999604876947
. 0.999604876947
. 0.999604876947
90 0.999614284639
. 0.999623692331
. 0.999633100023
. 0.999642507714
. 0.999661323098
. 0.999680138481
. 0.999708361556
. 0.999745992323
. 0.999793030782
. 0.999868292316
100 1.0
