iterations python
. 0.99418525769
. 0.994350008722
. 0.994359699959
. 0.994369391196
. 0.99442753862
. 0.99442753862
. 0.99442753862
. 0.99442753862
. 0.994437229857
10 0.994437229857
. 0.994456612331
. 0.994466303568
. 0.994466303568
. 0.994466303568
. 0.994475994805
. 0.994475994805
. 0.994475994805
. 0.994475994805
. 0.994475994805
20 0.994485686043
. 0.994485686043
. 0.994485686043
. 0.994485686043
. 0.994485686043
. 0.994485686043
. 0.994485686043
. 0.994485686043
. 0.994485686043
. 0.994485686043
30 0.994485686043
. 0.99449537728
. 0.99449537728
. 0.99449537728
. 0.99449537728
. 0.994534142229
. 0.994534142229
. 0.994534142229
. 0.994534142229
. 0.994534142229
40 0.994534142229
. 0.994534142229
. 0.994534142229
. 0.994534142229
. 0.994534142229
. 0.994534142229
. 0.994534142229
. 0.994553524703
. 0.994553524703
. 0.994553524703
50 0.994553524703
. 0.994572907177
. 0.994572907177
. 0.994572907177
. 0.994572907177
. 0.994572907177
. 0.994572907177
. 0.994572907177
. 0.994601980889
. 0.994601980889
60 0.994621363363
. 0.994621363363
. 0.994621363363
. 0.994621363363
. 0.994621363363
. 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994698893261
70 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994698893261
. 0.994786114395
. 0.994795805633
80 0.99487333553
. 0.99487333553
. 0.995009012851
. 0.995009012851
. 0.995086542748
. 0.995086542748
. 0.995086542748
. 0.995086542748
. 0.995086542748
. 0.995086542748
90 0.995086542748
. 0.995086542748
. 0.995086542748
. 0.995096233985
. 0.99511561646
. 0.995134998934
. 0.995154381408
. 0.995241602543
. 0.995348206152
. 0.995483883473
100 0.995658325742
