iterations nginx
. 0.995253357897
. 0.995375548684
. 0.995403746558
. 0.995403746558
. 0.995431944431
. 0.995431944431
. 0.995431944431
. 0.995431944431
. 0.995431944431
10 0.995431944431
. 0.995431944431
. 0.995431944431
. 0.995431944431
. 0.995431944431
. 0.995450743014
. 0.995450743014
. 0.995450743014
. 0.995450743014
. 0.995450743014
20 0.995450743014
. 0.995450743014
. 0.995516538053
. 0.995516538053
. 0.995516538053
. 0.995516538053
. 0.995516538053
. 0.995516538053
. 0.995525937344
. 0.995525937344
30 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
40 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
50 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995525937344
60 0.995525937344
. 0.995525937344
. 0.995525937344
. 0.995544735927
. 0.995619930257
. 0.995619930257
. 0.995619930257
. 0.995619930257
. 0.995619930257
. 0.995619930257
70 0.995619930257
. 0.995704523879
. 0.995704523879
. 0.995704523879
. 0.995704523879
. 0.995704523879
. 0.995704523879
. 0.995704523879
. 0.995704523879
. 0.995704523879
80 0.995732721753
. 0.995732721753
. 0.995807916083
. 0.995807916083
. 0.995892509705
. 0.996061696948
. 0.996061696948
. 0.996061696948
. 0.996061696948
. 0.996061696948
90 0.996061696948
. 0.996061696948
. 0.99629667923
. 0.996306078522
. 0.996315477813
. 0.996334276396
. 0.996362474269
. 0.996390672143
. 0.996447067891
. 0.996597456552
100 0.996757244504
